Batch	rate049.rre						
Evolution 600	161008						
Sample	Sample001	Sample	Sample002	Sample	Sample003	Sample	Sample004
Data Mode	A	Data Mode	A	Data Mode	A	Data Mode	A
Smoothing	None	Smoothing	None	Smoothing	None	Smoothing	None
Date Collected	5/3/2010	Date Collected	5/3/2010	Date Collected	5/3/2010	Date Collected	5/3/2010
Time Collected	11:51:05PM	Time Collected	11:51:11PM	Time Collected	11:51:18PM	Time Collected	11:51:25PM
							
Substrate Conc.	1.5286 mmol/L	Substrate Conc.	3.0571 mmol/L	Substrate Conc.	4.5857 mmol/L	Substrate Conc.	6.1142 mmol/L
ss.sss	Value	ss.sss	Value	ss.sss	Value	ss.sss	Value
0.000	0.000	0.000	0.004	0.000	0.006	0.000	0.016
60.000	0.000	60.000	0.006	60.000	0.009	60.000	0.019
120.000	0.000	120.000	0.007	120.000	0.011	120.000	0.023
180.000	0.001	180.000	0.009	180.000	0.014	180.000	0.028
240.000	0.001	240.000	0.011	240.000	0.017	240.000	0.034
300.000	0.002	300.000	0.014	300.000	0.020	300.000	0.041
360.000	0.003	360.000	0.017	360.000	0.024	360.000	0.050
420.000	0.005	420.000	0.021	420.000	0.027	420.000	0.064
480.000	0.007	480.000	0.021	480.000	0.031	480.000	0.077
540.000	0.009	540.000	0.023	540.000	0.033	540.000	0.086
600.000	0.009	600.000	0.027	600.000	0.036	600.000	0.094
660.000	0.007	660.000	0.027	660.000	0.040	660.000	0.109
720.000	0.010	720.000	0.033	720.000	0.045	720.000	0.086
780.000	0.013	780.000	0.031	780.000	0.046	780.000	0.090
840.000	0.016	840.000	0.035	840.000	0.050	840.000	0.103
900.000	0.017	900.000	0.038	900.000	0.054	900.000	0.116
960.000	0.023	960.000	0.037	960.000	0.059	960.000	0.123
1020.000	0.028	1020.000	0.041	1020.000	0.061	1020.000	0.125
1080.000	0.028	1080.000	0.043	1080.000	0.065	1080.000	0.134
1140.000	0.027	1140.000	0.044	1140.000	0.069	1140.000	0.136
1200.000	0.031	1200.000	0.049	1200.000	0.075	1200.000	0.148
1260.000	0.016	1260.000	0.051	1260.000	0.081	1260.000	0.154
1320.000	0.019	1320.000	0.053	1320.000	0.084	1320.000	0.171
1380.000	0.023	1380.000	0.058	1380.000	0.090	1380.000	0.170
1440.000	0.024	1440.000	0.061	1440.000	0.094	1440.000	0.184
1500.000	0.030	1500.000	0.066	1500.000	0.093	1500.000	0.193
1560.000	0.042	1560.000	0.082	1560.000	0.100	1560.000	0.195
1620.000	0.039	1620.000	0.080	1620.000	0.100	1620.000	0.184
1680.000	0.046	1680.000	0.086	1680.000	0.105	1680.000	0.171
1740.000	0.055	1740.000	0.095	1740.000	0.110	1740.000	0.182
1800.000	0.043	1800.000	0.099	1800.000	0.113	1800.000	0.190
1860.000	0.028	1860.000	0.110	1860.000	0.117	1860.000	0.198
1920.000	0.033	1920.000	0.117	1920.000	0.123	1920.000	0.210
1980.000	0.066	1980.000	0.091	1980.000	0.125	1980.000	0.219
2040.000	0.076	2040.000	0.096	2040.000	0.129	2040.000	0.228
2100.000	0.081	2100.000	0.094	2100.000	0.134	2100.000	0.215
2160.000	0.090	2160.000	0.093	2160.000	0.139	2160.000	0.227
2220.000	0.100	2220.000	0.098	2220.000	0.151	2220.000	0.238
2280.000	0.110	2280.000	0.100	2280.000	0.147	2280.000	0.248
2340.000	0.138	2340.000	0.105	2340.000	0.152	2340.000	0.244
2400.000	0.191	2400.000	0.106	2400.000	0.157	2400.000	0.235
2460.000	0.039	2460.000	0.108	2460.000	0.162	2460.000	0.245
2520.000	0.043	2520.000	0.113	2520.000	0.165	2520.000	0.254
2580.000	0.046	2580.000	0.116	2580.000	0.170	2580.000	0.265
2640.000	0.050	2640.000	0.121	2640.000	0.175	2640.000	0.268
2700.000	0.054	2700.000	0.123	2700.000	0.179	2700.000	0.273
2760.000	0.054	2760.000	0.131	2760.000	0.184	2760.000	0.282
2820.000	0.057	2820.000	0.128	2820.000	0.189	2820.000	0.281
2880.000	0.062	2880.000	0.134	2880.000	0.194	2880.000	0.290
2940.000	0.066	2940.000	0.137	2940.000	0.198	2940.000	0.301
3000.000	0.067	3000.000	0.140	3000.000	0.203	3000.000	0.309
3060.000	0.055	3060.000	0.146	3060.000	0.208	3060.000	0.322
3120.000	0.058	3120.000	0.149	3120.000	0.214	3120.000	0.331
3180.000	0.061	3180.000	0.157	3180.000	0.219	3180.000	0.342
3240.000	0.064	3240.000	0.164	3240.000	0.225	3240.000	0.337
3300.000	0.067	3300.000	0.173	3300.000	0.231	3300.000	0.347
