Batch	rate043.rre						
Evolution 600	161008						
Sample	Sample001	Sample	Sample002	Sample	Sample003	Sample	Sample004
Data Mode	A	Data Mode	A	Data Mode	A	Data Mode	A
Smoothing	None	Smoothing	None	Smoothing	None	Smoothing	None
Date Collected	4/30/2010	Date Collected	4/30/2010	Date Collected	4/30/2010	Date Collected	4/30/2010
Time Collected	6:07:29PM	Time Collected	6:07:35PM	Time Collected	6:07:41PM	Time Collected	8:08:57PM
							
Substrate Conc.	1.5286 mmol/L	Substrate Conc.	3.0571 mmol/L	Substrate Conc.	4.5857 mmol/L	Substrate Conc.	6.1142 mmol/L
ss.sss	Value	ss.sss	Value	ss.sss	Value	ss.sss	Value
0.000	0.001	0.000	0.008	0.000	0.016	0.000	0.028
60.000	0.006	60.000	0.014	60.000	0.023	60.000	0.036
120.000	0.011	120.000	0.020	120.000	0.030	120.000	0.045
180.000	0.016	180.000	0.026	180.000	0.037	180.000	0.054
240.000	0.022	240.000	0.032	240.000	0.044	240.000	0.063
300.000	0.028	300.000	0.038	300.000	0.052	300.000	0.073
360.000	0.035	360.000	0.045	360.000	0.059	360.000	0.082
420.000	0.042	420.000	0.051	420.000	0.067	420.000	0.091
480.000	0.049	480.000	0.057	480.000	0.074	480.000	0.101
540.000	0.057	540.000	0.061	540.000	0.082	540.000	0.111
600.000	0.064	600.000	0.067	600.000	0.089	600.000	0.121
660.000	0.071	660.000	0.073	660.000	0.097	660.000	0.132
720.000	0.080	720.000	0.079	720.000	0.105	720.000	0.139
780.000	0.088	780.000	0.085	780.000	0.112	780.000	0.150
840.000	0.096	840.000	0.091	840.000	0.120	840.000	0.160
900.000	0.091	900.000	0.097	900.000	0.128	900.000	0.169
960.000	0.099	960.000	0.104	960.000	0.135	960.000	0.179
1020.000	0.106	1020.000	0.110	1020.000	0.143	1020.000	0.190
1080.000	0.115	1080.000	0.116	1080.000	0.151	1080.000	0.198
1140.000	0.124	1140.000	0.123	1140.000	0.159	1140.000	0.209
1200.000	0.126	1200.000	0.129	1200.000	0.167	1200.000	0.218
1260.000	0.134	1260.000	0.136	1260.000	0.174	1260.000	0.229
1320.000	0.142	1320.000	0.143	1320.000	0.182	1320.000	0.240
1380.000	0.151	1380.000	0.151	1380.000	0.191	1380.000	0.248
1440.000	0.142	1440.000	0.158	1440.000	0.198	1440.000	0.259
1500.000	0.150	1500.000	0.161	1500.000	0.207	1500.000	0.270
1560.000	0.157	1560.000	0.167	1560.000	0.215	1560.000	0.278
1620.000	0.164	1620.000	0.175	1620.000	0.223	1620.000	0.290
1680.000	0.165	1680.000	0.181	1680.000	0.231	1680.000	0.299
1740.000	0.173	1740.000	0.188	1740.000	0.240	1740.000	0.310
1800.000	0.180	1800.000	0.195	1800.000	0.248	1800.000	0.319
1860.000	0.187	1860.000	0.201	1860.000	0.256	1860.000	0.329
1920.000	0.159	1920.000	0.209	1920.000	0.264	1920.000	0.341
1980.000	0.165	1980.000	0.216	1980.000	0.273	1980.000	0.352
2040.000	0.170	2040.000	0.222	2040.000	0.281	2040.000	0.360
2100.000	0.176	2100.000	0.229	2100.000	0.289	2100.000	0.371
2160.000	0.181	2160.000	0.236	2160.000	0.297	2160.000	0.383
2220.000	0.187	2220.000	0.244	2220.000	0.305	2220.000	0.391
2280.000	0.192	2280.000	0.251	2280.000	0.314	2280.000	0.402
2340.000	0.198	2340.000	0.258	2340.000	0.322	2340.000	0.414
2400.000	0.204	2400.000	0.268	2400.000	0.327	2400.000	0.422
2460.000	0.209	2460.000	0.276	2460.000	0.336	2460.000	0.434
2520.000	0.215	2520.000	0.276	2520.000	0.344	2520.000	0.445
2580.000	0.220	2580.000	0.284	2580.000	0.352	2580.000	0.457
2640.000	0.227	2640.000	0.291	2640.000	0.361	2640.000	0.464
2700.000	0.232	2700.000	0.299	2700.000	0.369	2700.000	0.476
2760.000	0.238	2760.000	0.307	2760.000	0.378	2760.000	0.487
2820.000	0.245	2820.000	0.314	2820.000	0.386	2820.000	0.498
2880.000	0.251	2880.000	0.323	2880.000	0.395	2880.000	0.506
2940.000	0.258	2940.000	0.331	2940.000	0.398	2940.000	0.515
3000.000	0.264	3000.000	0.340	3000.000	0.406	3000.000	0.527
3060.000	0.271	3060.000	0.349	3060.000	0.414	3060.000	0.538
3120.000	0.279	3120.000	0.358	3120.000	0.423	3120.000	0.546
3180.000	0.285	3180.000	0.367	3180.000	0.431	3180.000	0.557
3240.000	0.292	3240.000	0.377	3240.000	0.440	3240.000	0.568
3300.000	0.308	3300.000	0.349	3300.000	0.447	3300.000	0.579
