Batch	rate138.rre												
Evolution 600	161008												
Sample	Sample001	Sample	Sample002	Sample	Sample003	Sample	Sample004	Sample	Sample005	Sample	Sample006	Sample	Sample007
Data Mode	A	Data Mode	A	Data Mode	A	Data Mode	A	Data Mode	A	Data Mode	A	Data Mode	A
Smoothing	None	Smoothing	None	Smoothing	None	Smoothing	None	Smoothing	None	Smoothing	None	Smoothing	None
Date Collected	9/3/2010	Date Collected	9/3/2010	Date Collected	9/3/2010	Date Collected	9/3/2010	Date Collected	9/3/2010	Date Collected	9/3/2010	Date Collected	9/3/2010
Time Collected	3:58:03PM	Time Collected	3:58:10PM	Time Collected	3:58:17PM	Time Collected	3:58:25PM	Time Collected	3:58:32PM	Time Collected	3:58:39PM	Time Collected	3:58:47PM
ss.sss	Value	ss.sss	Value	ss.sss	Value	ss.sss	Value	ss.sss	Value	ss.sss	Value	ss.sss	Value
0.000	0.000	0.000	-0.004	0.000	-0.003	0.000	-0.005	0.000	-0.006	0.000	-0.010	0.000	-0.005
60.000	0.000	60.000	-0.004	60.000	-0.003	60.000	-0.005	60.000	-0.006	60.000	-0.010	60.000	-0.005
120.000	0.000	120.000	-0.004	120.000	-0.003	120.000	-0.005	120.000	-0.005	120.000	-0.010	120.000	-0.004
180.000	0.000	180.000	-0.004	180.000	-0.003	180.000	-0.005	180.000	-0.005	180.000	-0.010	180.000	-0.004
240.000	0.001	240.000	-0.003	240.000	-0.003	240.000	-0.005	240.000	-0.004	240.000	-0.010	240.000	-0.004
300.000	0.001	300.000	-0.003	300.000	-0.003	300.000	-0.005	300.000	-0.004	300.000	-0.010	300.000	-0.004
360.000	0.001	360.000	-0.003	360.000	-0.003	360.000	-0.005	360.000	-0.003	360.000	-0.010	360.000	-0.004
420.000	0.002	420.000	-0.002	420.000	-0.002	420.000	-0.004	420.000	-0.003	420.000	-0.010	420.000	-0.004
480.000	0.003	480.000	-0.002	480.000	-0.002	480.000	-0.004	480.000	-0.003	480.000	-0.010	480.000	-0.004
540.000	0.003	540.000	-0.002	540.000	-0.002	540.000	-0.004	540.000	-0.002	540.000	-0.010	540.000	-0.004
600.000	0.003	600.000	-0.001	600.000	-0.002	600.000	-0.003	600.000	-0.002	600.000	-0.010	600.000	-0.003
660.000	0.004	660.000	-0.001	660.000	-0.002	660.000	-0.004	660.000	-0.002	660.000	-0.009	660.000	-0.003
720.000	0.004	720.000	-0.001	720.000	-0.001	720.000	-0.003	720.000	-0.001	720.000	-0.010	720.000	-0.003
780.000	0.005	780.000	0.000	780.000	-0.001	780.000	-0.003	780.000	-0.001	780.000	-0.009	780.000	-0.003
840.000	0.005	840.000	0.000	840.000	0.000	840.000	-0.003	840.000	0.000	840.000	-0.009	840.000	-0.003
900.000	0.006	900.000	0.000	900.000	0.000	900.000	-0.002	900.000	0.000	900.000	-0.009	900.000	-0.003
960.000	0.006	960.000	0.001	960.000	0.000	960.000	-0.002	960.000	0.001	960.000	-0.009	960.000	-0.003
1020.000	0.007	1020.000	0.001	1020.000	0.000	1020.000	-0.002	1020.000	0.001	1020.000	-0.009	1020.000	-0.003
1080.000	0.007	1080.000	0.002	1080.000	0.001	1080.000	-0.001	1080.000	0.002	1080.000	-0.009	1080.000	-0.003
1140.000	0.008	1140.000	0.002	1140.000	0.001	1140.000	-0.001	1140.000	0.002	1140.000	-0.009	1140.000	-0.003
1200.000	0.008	1200.000	0.002	1200.000	0.002	1200.000	-0.001	1200.000	0.002	1200.000	-0.008	1200.000	-0.002
1260.000	0.008	1260.000	0.003	1260.000	0.002	1260.000	0.000	1260.000	0.003	1260.000	-0.008	1260.000	-0.002
1320.000	0.009	1320.000	0.004	1320.000	0.002	1320.000	0.000	1320.000	0.003	1320.000	-0.008	1320.000	-0.002
1380.000	0.010	1380.000	0.004	1380.000	0.003	1380.000	0.001	1380.000	0.003	1380.000	-0.008	1380.000	-0.002
1440.000	0.011	1440.000	0.004	1440.000	0.004	1440.000	0.001	1440.000	0.004	1440.000	-0.008	1440.000	-0.002
1500.000	0.011	1500.000	0.005	1500.000	0.004	1500.000	0.002	1500.000	0.004	1500.000	-0.008	1500.000	-0.002
1560.000	0.012	1560.000	0.006	1560.000	0.005	1560.000	0.002	1560.000	0.005	1560.000	-0.008	1560.000	-0.002
1620.000	0.012	1620.000	0.007	1620.000	0.005	1620.000	0.003	1620.000	0.005	1620.000	-0.008	1620.000	-0.002
1680.000	0.013	1680.000	0.007	1680.000	0.005	1680.000	0.003	1680.000	0.005	1680.000	-0.008	1680.000	-0.002
1740.000	0.014	1740.000	0.008	1740.000	0.006	1740.000	0.003	1740.000	0.005	1740.000	-0.008	1740.000	-0.002
1800.000	0.015	1800.000	0.008	1800.000	0.007	1800.000	0.004	1800.000	0.006	1800.000	-0.007	1800.000	-0.002
1860.000	0.015	1860.000	0.008	1860.000	0.007	1860.000	0.004	1860.000	0.007	1860.000	-0.007	1860.000	-0.001
1920.000	0.016	1920.000	0.009	1920.000	0.008	1920.000	0.005	1920.000	0.007	1920.000	-0.007	1920.000	-0.002
1980.000	0.016	1980.000	0.010	1980.000	0.008	1980.000	0.006	1980.000	0.007	1980.000	-0.007	1980.000	-0.001
2040.000	0.017	2040.000	0.011	2040.000	0.009	2040.000	0.006	2040.000	0.008	2040.000	-0.007	2040.000	-0.001
2100.000	0.018	2100.000	0.012	2100.000	0.009	2100.000	0.007	2100.000	0.008	2100.000	-0.007	2100.000	-0.001
2160.000	0.018	2160.000	0.012	2160.000	0.010	2160.000	0.007	2160.000	0.008	2160.000	-0.006	2160.000	-0.001
2220.000	0.018	2220.000	0.013	2220.000	0.011	2220.000	0.008	2220.000	0.009	2220.000	-0.006	2220.000	-0.001
2280.000	0.019	2280.000	0.013	2280.000	0.011	2280.000	0.009	2280.000	0.009	2280.000	-0.006	2280.000	-0.001
2340.000	0.020	2340.000	0.014	2340.000	0.012	2340.000	0.009	2340.000	0.009	2340.000	-0.006	2340.000	-0.001
2400.000	0.020	2400.000	0.015	2400.000	0.013	2400.000	0.010	2400.000	0.010	2400.000	-0.006	2400.000	-0.001
2460.000	0.021	2460.000	0.016	2460.000	0.014	2460.000	0.011	2460.000	0.010	2460.000	-0.006	2460.000	-0.001
2520.000	0.022	2520.000	0.017	2520.000	0.015	2520.000	0.011	2520.000	0.010	2520.000	-0.005	2520.000	-0.001
2580.000	0.023	2580.000	0.017	2580.000	0.016	2580.000	0.012	2580.000	0.011	2580.000	-0.006	2580.000	-0.001
2640.000	0.024	2640.000	0.018	2640.000	0.017	2640.000	0.013	2640.000	0.011	2640.000	-0.006	2640.000	-0.001
2700.000	0.024	2700.000	0.019	2700.000	0.017	2700.000	0.014	2700.000	0.011	2700.000	-0.005	2700.000	-0.001
2760.000	0.025	2760.000	0.020	2760.000	0.018	2760.000	0.014	2760.000	0.012	2760.000	-0.005	2760.000	-0.001
2820.000	0.026	2820.000	0.021	2820.000	0.018	2820.000	0.015	2820.000	0.012	2820.000	-0.005	2820.000	-0.001
2880.000	0.027	2880.000	0.022	2880.000	0.019	2880.000	0.016	2880.000	0.012	2880.000	-0.005	2880.000	0.000
2940.000	0.027	2940.000	0.023	2940.000	0.018	2940.000	0.016	2940.000	0.013	2940.000	-0.005	2940.000	-0.001
3000.000	0.028	3000.000	0.024	3000.000	0.019	3000.000	0.017	3000.000	0.013	3000.000	-0.005	3000.000	0.000
3060.000	0.029	3060.000	0.025	3060.000	0.020	3060.000	0.018	3060.000	0.013	3060.000	-0.005	3060.000	0.000
3120.000	0.030	3120.000	0.026	3120.000	0.020	3120.000	0.019	3120.000	0.014	3120.000	-0.004	3120.000	0.000
3180.000	0.030	3180.000	0.027	3180.000	0.021	3180.000	0.020	3180.000	0.014	3180.000	-0.004	3180.000	0.000
3240.000	0.031	3240.000	0.028	3240.000	0.022	3240.000	0.021	3240.000	0.014	3240.000	-0.004	3240.000	0.000
3300.000	0.032	3300.000	0.029	3300.000	0.023	3300.000	0.022	3300.000	0.015	3300.000	-0.004	3300.000	0.000
3360.000	0.033	3360.000	0.029	3360.000	0.024	3360.000	0.014	3360.000	0.015	3360.000	-0.004	3360.000	0.000
3420.000	0.034	3420.000	0.030	3420.000	0.020	3420.000	0.015	3420.000	0.015	3420.000	-0.004	3420.000	0.001
3480.000	0.035	3480.000	0.031	3480.000	0.021	3480.000	0.016	3480.000	0.016	3480.000	-0.004	3480.000	0.000
3540.000	0.036	3540.000	0.032	3540.000	0.022	3540.000	0.016	3540.000	0.016	3540.000	-0.003	3540.000	0.000
