Batch	rate149.rre												
Evolution 600	161008												
Sample	Sample001	Sample	Sample002	Sample	Sample003	Sample	Sample004	Sample	Sample005	Sample	Sample006	Sample	Sample007
Data Mode	A	Data Mode	A	Data Mode	A	Data Mode	A	Data Mode	A	Data Mode	A	Data Mode	A
Smoothing	None	Smoothing	None	Smoothing	None	Smoothing	None	Smoothing	None	Smoothing	None	Smoothing	None
Date Collected	9/12/2010	Date Collected	9/12/2010	Date Collected	9/12/2010	Date Collected	9/12/2010	Date Collected	9/12/2010	Date Collected	9/12/2010	Date Collected	9/12/2010
Time Collected	5:12:47PM	Time Collected	5:12:55PM	Time Collected	5:13:02PM	Time Collected	5:13:10PM	Time Collected	5:13:18PM	Time Collected	5:13:25PM	Time Collected	5:13:33PM
ss.sss	Value	ss.sss	Value	ss.sss	Value	ss.sss	Value	ss.sss	Value	ss.sss	Value	ss.sss	Value
0.000	0.002	0.000	0.004	0.000	0.004	0.000	0.004	0.000	0.001	0.000	-0.006	0.000	-0.007
60.000	0.004	60.000	0.004	60.000	0.004	60.000	0.001	60.000	0.001	60.000	-0.005	60.000	-0.007
120.000	0.004	120.000	0.005	120.000	0.004	120.000	0.002	120.000	0.002	120.000	-0.005	120.000	-0.007
180.000	0.004	180.000	0.005	180.000	0.004	180.000	0.003	180.000	0.002	180.000	-0.005	180.000	-0.007
240.000	0.006	240.000	0.005	240.000	0.004	240.000	0.003	240.000	0.003	240.000	-0.005	240.000	-0.007
300.000	0.006	300.000	0.005	300.000	0.004	300.000	0.004	300.000	0.004	300.000	-0.005	300.000	-0.006
360.000	0.006	360.000	0.005	360.000	0.005	360.000	0.003	360.000	0.004	360.000	-0.005	360.000	-0.006
420.000	0.007	420.000	0.005	420.000	0.005	420.000	0.003	420.000	0.004	420.000	-0.005	420.000	-0.006
480.000	0.007	480.000	0.006	480.000	0.005	480.000	0.004	480.000	0.004	480.000	-0.005	480.000	-0.006
540.000	0.007	540.000	0.006	540.000	0.006	540.000	0.004	540.000	0.005	540.000	-0.005	540.000	-0.006
600.000	0.008	600.000	0.006	600.000	0.006	600.000	0.003	600.000	0.003	600.000	-0.005	600.000	-0.006
660.000	0.008	660.000	0.006	660.000	0.007	660.000	0.004	660.000	0.005	660.000	-0.004	660.000	-0.005
720.000	0.008	720.000	0.006	720.000	0.007	720.000	0.003	720.000	0.006	720.000	-0.005	720.000	-0.005
780.000	0.008	780.000	0.007	780.000	0.008	780.000	0.005	780.000	0.007	780.000	-0.004	780.000	-0.005
840.000	0.009	840.000	0.007	840.000	0.008	840.000	0.003	840.000	0.007	840.000	-0.004	840.000	-0.005
900.000	0.008	900.000	0.007	900.000	0.008	900.000	0.004	900.000	0.007	900.000	-0.004	900.000	-0.005
960.000	0.009	960.000	0.008	960.000	0.009	960.000	0.005	960.000	0.007	960.000	-0.004	960.000	-0.005
1020.000	0.008	1020.000	0.008	1020.000	0.010	1020.000	0.005	1020.000	0.007	1020.000	-0.004	1020.000	-0.005
1080.000	0.008	1080.000	0.008	1080.000	0.011	1080.000	0.005	1080.000	0.007	1080.000	-0.004	1080.000	-0.005
1140.000	0.010	1140.000	0.008	1140.000	0.012	1140.000	0.006	1140.000	0.008	1140.000	-0.004	1140.000	-0.005
1200.000	0.009	1200.000	0.008	1200.000	0.012	1200.000	0.006	1200.000	0.008	1200.000	-0.004	1200.000	-0.005
1260.000	0.010	1260.000	0.009	1260.000	0.012	1260.000	0.005	1260.000	0.008	1260.000	-0.004	1260.000	-0.005
1320.000	0.009	1320.000	0.009	1320.000	0.012	1320.000	0.004	1320.000	0.008	1320.000	-0.004	1320.000	-0.004
1380.000	0.009	1380.000	0.009	1380.000	0.014	1380.000	0.005	1380.000	0.009	1380.000	-0.004	1380.000	-0.004
1440.000	0.009	1440.000	0.009	1440.000	0.014	1440.000	0.006	1440.000	0.008	1440.000	-0.004	1440.000	-0.004
1500.000	0.009	1500.000	0.009	1500.000	0.015	1500.000	0.006	1500.000	0.009	1500.000	-0.003	1500.000	-0.005
1560.000	0.009	1560.000	0.009	1560.000	0.015	1560.000	0.006	1560.000	0.009	1560.000	-0.003	1560.000	-0.004
1620.000	0.009	1620.000	0.009	1620.000	0.016	1620.000	0.006	1620.000	0.009	1620.000	-0.003	1620.000	-0.004
1680.000	0.009	1680.000	0.010	1680.000	0.016	1680.000	0.006	1680.000	0.010	1680.000	-0.003	1680.000	-0.004
1740.000	0.010	1740.000	0.010	1740.000	0.017	1740.000	0.007	1740.000	0.010	1740.000	-0.003	1740.000	-0.004
1800.000	0.010	1800.000	0.010	1800.000	0.017	1800.000	0.006	1800.000	0.010	1800.000	-0.003	1800.000	-0.004
1860.000	0.010	1860.000	0.011	1860.000	0.018	1860.000	0.006	1860.000	0.011	1860.000	-0.003	1860.000	-0.003
1920.000	0.010	1920.000	0.012	1920.000	0.018	1920.000	0.007	1920.000	0.010	1920.000	-0.003	1920.000	-0.003
1980.000	0.011	1980.000	0.013	1980.000	0.018	1980.000	0.004	1980.000	0.011	1980.000	-0.003	1980.000	-0.003
2040.000	0.010	2040.000	0.012	2040.000	0.018	2040.000	0.004	2040.000	0.011	2040.000	-0.003	2040.000	-0.003
2100.000	0.011	2100.000	0.012	2100.000	0.018	2100.000	0.004	2100.000	0.011	2100.000	-0.003	2100.000	-0.003
2160.000	0.011	2160.000	0.012	2160.000	0.017	2160.000	0.004	2160.000	0.012	2160.000	-0.003	2160.000	-0.003
2220.000	0.011	2220.000	0.012	2220.000	0.018	2220.000	0.004	2220.000	0.012	2220.000	-0.003	2220.000	-0.003
2280.000	0.011	2280.000	0.012	2280.000	0.018	2280.000	0.004	2280.000	0.011	2280.000	-0.003	2280.000	-0.003
2340.000	0.011	2340.000	0.012	2340.000	0.019	2340.000	0.004	2340.000	0.012	2340.000	-0.003	2340.000	-0.002
2400.000	0.011	2400.000	0.014	2400.000	0.019	2400.000	0.004	2400.000	0.012	2400.000	-0.003	2400.000	-0.002
2460.000	0.011	2460.000	0.015	2460.000	0.020	2460.000	0.004	2460.000	0.013	2460.000	-0.003	2460.000	-0.002
2520.000	0.011	2520.000	0.015	2520.000	0.019	2520.000	0.004	2520.000	0.013	2520.000	-0.003	2520.000	-0.001
2580.000	0.013	2580.000	0.015	2580.000	0.020	2580.000	0.004	2580.000	0.013	2580.000	-0.002	2580.000	-0.001
2640.000	0.011	2640.000	0.014	2640.000	0.019	2640.000	0.004	2640.000	0.014	2640.000	-0.002	2640.000	-0.001
2700.000	0.011	2700.000	0.014	2700.000	0.020	2700.000	0.004	2700.000	0.013	2700.000	-0.002	2700.000	-0.001
2760.000	0.011	2760.000	0.014	2760.000	0.020	2760.000	0.004	2760.000	0.013	2760.000	-0.002	2760.000	-0.001
2820.000	0.011	2820.000	0.014	2820.000	0.020	2820.000	0.004	2820.000	0.014	2820.000	-0.003	2820.000	-0.001
2880.000	0.011	2880.000	0.014	2880.000	0.021	2880.000	0.004	2880.000	0.014	2880.000	-0.003	2880.000	-0.001
2940.000	0.011	2940.000	0.014	2940.000	0.021	2940.000	0.004	2940.000	0.014	2940.000	-0.002	2940.000	0.000
3000.000	0.011	3000.000	0.014	3000.000	0.021	3000.000	0.004	3000.000	0.014	3000.000	-0.003	3000.000	0.000
3060.000	0.011	3060.000	0.014	3060.000	0.022	3060.000	0.004	3060.000	0.015	3060.000	-0.003	3060.000	0.000
3120.000	0.011	3120.000	0.015	3120.000	0.022	3120.000	0.004	3120.000	0.015	3120.000	-0.002	3120.000	0.000
3180.000	0.011	3180.000	0.015	3180.000	0.022	3180.000	0.004	3180.000	0.015	3180.000	-0.002	3180.000	0.001
3240.000	0.012	3240.000	0.015	3240.000	0.022	3240.000	0.004	3240.000	0.015	3240.000	-0.002	3240.000	0.000
3300.000	0.011	3300.000	0.015	3300.000	0.022	3300.000	0.004	3300.000	0.014	3300.000	-0.002	3300.000	0.000
3360.000	0.011	3360.000	0.016	3360.000	0.022	3360.000	0.004	3360.000	0.015	3360.000	-0.002	3360.000	0.001
3420.000	0.012	3420.000	0.016	3420.000	0.022	3420.000	0.004	3420.000	0.016	3420.000	-0.002	3420.000	0.000
3480.000	0.012	3480.000	0.015	3480.000	0.022	3480.000	0.004	3480.000	0.014	3480.000	-0.002	3480.000	0.000
3540.000	0.012	3540.000	0.016	3540.000	0.022	3540.000	0.004	3540.000	0.014	3540.000	-0.002	3540.000	0.000
3600.000	0.012	3600.000	0.016	3600.000	0.021	3600.000	0.004	3600.000	0.013	3600.000	-0.002	3600.000	0.000
