Batch	rate151.rre												
Evolution 600	161008												
Sample	Sample001	Sample	Sample002	Sample	Sample003	Sample	Sample004	Sample	Sample005	Sample	Sample006	Sample	Sample007
Data Mode	A	Data Mode	A	Data Mode	A	Data Mode	A	Data Mode	A	Data Mode	A	Data Mode	A
Smoothing	None	Smoothing	None	Smoothing	None	Smoothing	None	Smoothing	None	Smoothing	None	Smoothing	None
Date Collected	9/14/2010	Date Collected	9/14/2010	Date Collected	9/14/2010	Date Collected	9/14/2010	Date Collected	9/14/2010	Date Collected	9/14/2010	Date Collected	9/14/2010
Time Collected	11:07:02PM	Time Collected	11:07:09PM	Time Collected	11:07:17PM	Time Collected	11:07:24PM	Time Collected	11:07:32PM	Time Collected	11:07:39PM	Time Collected	11:07:47PM
ss.sss	Value	ss.sss	Value	ss.sss	Value	ss.sss	Value	ss.sss	Value	ss.sss	Value	ss.sss	Value
0.000	0.000	0.000	0.000	0.000	0.007	0.000	0.003	0.000	0.001	0.000	0.000	0.000	-0.005
60.000	0.000	60.000	0.000	60.000	0.006	60.000	0.004	60.000	0.001	60.000	-0.001	60.000	-0.005
120.000	0.000	120.000	0.000	120.000	0.006	120.000	0.004	120.000	0.000	120.000	0.000	120.000	-0.005
180.000	0.000	180.000	-0.001	180.000	0.007	180.000	0.004	180.000	0.001	180.000	0.000	180.000	-0.005
240.000	-0.001	240.000	-0.001	240.000	0.007	240.000	0.004	240.000	0.001	240.000	0.000	240.000	-0.005
300.000	-0.001	300.000	0.000	300.000	0.007	300.000	0.004	300.000	0.001	300.000	0.000	300.000	-0.005
360.000	0.000	360.000	0.000	360.000	0.007	360.000	0.004	360.000	0.000	360.000	-0.003	360.000	-0.005
420.000	0.000	420.000	0.000	420.000	0.007	420.000	0.004	420.000	0.000	420.000	-0.001	420.000	-0.006
480.000	-0.001	480.000	0.000	480.000	0.007	480.000	0.004	480.000	0.000	480.000	-0.001	480.000	-0.005
540.000	-0.001	540.000	0.000	540.000	0.007	540.000	0.004	540.000	0.000	540.000	-0.003	540.000	-0.005
600.000	0.000	600.000	0.000	600.000	0.007	600.000	0.004	600.000	0.000	600.000	-0.001	600.000	-0.006
660.000	-0.001	660.000	0.000	660.000	0.007	660.000	0.004	660.000	0.000	660.000	-0.002	660.000	-0.006
720.000	-0.001	720.000	0.000	720.000	0.007	720.000	0.004	720.000	0.000	720.000	-0.001	720.000	-0.006
780.000	0.000	780.000	0.000	780.000	0.008	780.000	0.004	780.000	0.000	780.000	-0.001	780.000	-0.006
840.000	0.000	840.000	0.000	840.000	0.008	840.000	0.004	840.000	0.000	840.000	-0.001	840.000	-0.006
900.000	-0.001	900.000	0.000	900.000	0.008	900.000	0.003	900.000	0.000	900.000	-0.002	900.000	-0.006
960.000	0.000	960.000	0.000	960.000	0.008	960.000	0.004	960.000	0.001	960.000	-0.002	960.000	-0.006
1020.000	-0.001	1020.000	0.000	1020.000	0.008	1020.000	0.004	1020.000	0.000	1020.000	-0.001	1020.000	-0.006
1080.000	0.000	1080.000	0.000	1080.000	0.008	1080.000	0.004	1080.000	0.000	1080.000	-0.001	1080.000	-0.006
1140.000	-0.001	1140.000	0.000	1140.000	0.008	1140.000	0.004	1140.000	0.000	1140.000	-0.002	1140.000	-0.006
1200.000	-0.001	1200.000	0.000	1200.000	0.008	1200.000	0.004	1200.000	0.000	1200.000	-0.002	1200.000	-0.006
1260.000	-0.001	1260.000	0.000	1260.000	0.009	1260.000	0.004	1260.000	0.000	1260.000	-0.002	1260.000	-0.006
1320.000	-0.001	1320.000	0.000	1320.000	0.008	1320.000	0.004	1320.000	0.000	1320.000	-0.002	1320.000	-0.006
1380.000	-0.001	1380.000	0.000	1380.000	0.009	1380.000	0.004	1380.000	0.000	1380.000	-0.002	1380.000	-0.006
1440.000	-0.001	1440.000	0.000	1440.000	0.009	1440.000	0.004	1440.000	0.000	1440.000	-0.002	1440.000	-0.006
1500.000	-0.001	1500.000	0.001	1500.000	0.009	1500.000	0.004	1500.000	0.000	1500.000	-0.002	1500.000	-0.006
1560.000	-0.001	1560.000	0.000	1560.000	0.008	1560.000	0.004	1560.000	0.000	1560.000	-0.002	1560.000	-0.006
1620.000	-0.001	1620.000	0.001	1620.000	0.009	1620.000	0.004	1620.000	0.000	1620.000	-0.002	1620.000	-0.006
1680.000	-0.001	1680.000	0.000	1680.000	0.009	1680.000	0.003	1680.000	0.000	1680.000	-0.002	1680.000	-0.007
1740.000	0.000	1740.000	0.001	1740.000	0.010	1740.000	0.003	1740.000	0.000	1740.000	-0.002	1740.000	-0.006
1800.000	-0.001	1800.000	0.000	1800.000	0.010	1800.000	0.004	1800.000	0.000	1800.000	-0.002	1800.000	-0.006
1860.000	-0.001	1860.000	0.001	1860.000	0.010	1860.000	0.004	1860.000	0.000	1860.000	-0.002	1860.000	-0.006
1920.000	0.000	1920.000	0.000	1920.000	0.010	1920.000	0.004	1920.000	0.000	1920.000	-0.002	1920.000	-0.006
1980.000	-0.001	1980.000	0.001	1980.000	0.010	1980.000	0.004	1980.000	0.000	1980.000	-0.002	1980.000	-0.006
2040.000	-0.001	2040.000	0.001	2040.000	0.011	2040.000	0.004	2040.000	0.000	2040.000	-0.002	2040.000	-0.006
2100.000	0.000	2100.000	0.001	2100.000	0.011	2100.000	0.003	2100.000	0.000	2100.000	-0.002	2100.000	-0.006
2160.000	-0.001	2160.000	0.001	2160.000	0.011	2160.000	0.004	2160.000	0.000	2160.000	-0.002	2160.000	-0.006
2220.000	-0.001	2220.000	0.001	2220.000	0.011	2220.000	0.003	2220.000	0.000	2220.000	-0.001	2220.000	-0.006
2280.000	0.000	2280.000	0.001	2280.000	0.011	2280.000	0.004	2280.000	0.000	2280.000	-0.001	2280.000	-0.006
2340.000	0.000	2340.000	0.001	2340.000	0.011	2340.000	0.004	2340.000	0.000	2340.000	-0.002	2340.000	-0.006
2400.000	0.000	2400.000	0.001	2400.000	0.011	2400.000	0.004	2400.000	0.000	2400.000	-0.001	2400.000	-0.006
2460.000	0.000	2460.000	0.001	2460.000	0.011	2460.000	0.004	2460.000	0.000	2460.000	-0.001	2460.000	-0.006
2520.000	0.000	2520.000	0.001	2520.000	0.011	2520.000	0.003	2520.000	0.000	2520.000	-0.002	2520.000	-0.007
2580.000	0.000	2580.000	0.001	2580.000	0.012	2580.000	0.003	2580.000	0.000	2580.000	-0.001	2580.000	-0.006
2640.000	0.000	2640.000	0.001	2640.000	0.011	2640.000	0.004	2640.000	0.000	2640.000	-0.001	2640.000	-0.007
2700.000	0.000	2700.000	0.001	2700.000	0.012	2700.000	0.003	2700.000	0.000	2700.000	-0.001	2700.000	-0.007
2760.000	-0.001	2760.000	0.001	2760.000	0.012	2760.000	0.004	2760.000	0.000	2760.000	-0.001	2760.000	-0.006
2820.000	-0.001	2820.000	0.001	2820.000	0.012	2820.000	0.004	2820.000	0.001	2820.000	-0.001	2820.000	-0.007
2880.000	0.000	2880.000	0.001	2880.000	0.012	2880.000	0.004	2880.000	0.000	2880.000	-0.001	2880.000	-0.006
2940.000	0.000	2940.000	0.001	2940.000	0.012	2940.000	0.003	2940.000	0.000	2940.000	-0.001	2940.000	-0.006
3000.000	0.000	3000.000	0.001	3000.000	0.012	3000.000	0.004	3000.000	0.001	3000.000	-0.001	3000.000	-0.007
3060.000	-0.001	3060.000	0.001	3060.000	0.013	3060.000	0.004	3060.000	0.000	3060.000	-0.001	3060.000	-0.006
3120.000	0.000	3120.000	0.001	3120.000	0.013	3120.000	0.004	3120.000	0.000	3120.000	-0.001	3120.000	-0.006
3180.000	0.000	3180.000	0.001	3180.000	0.013	3180.000	0.003	3180.000	0.000	3180.000	-0.001	3180.000	-0.006
3240.000	0.000	3240.000	0.001	3240.000	0.013	3240.000	0.003	3240.000	0.000	3240.000	-0.003	3240.000	-0.006
3300.000	-0.001	3300.000	0.002	3300.000	0.013	3300.000	0.004	3300.000	0.000	3300.000	-0.001	3300.000	-0.006
3360.000	0.000	3360.000	0.002	3360.000	0.013	3360.000	0.003	3360.000	0.000	3360.000	-0.001	3360.000	-0.007
3420.000	0.000	3420.000	0.002	3420.000	0.013	3420.000	0.004	3420.000	0.000	3420.000	-0.001	3420.000	-0.006
3480.000	0.000	3480.000	0.002	3480.000	0.014	3480.000	0.004	3480.000	0.000	3480.000	-0.001	3480.000	-0.006
3540.000	0.000	3540.000	0.002	3540.000	0.014	3540.000	0.004	3540.000	0.000	3540.000	-0.001	3540.000	-0.006
